PassengerId,Survived
892,0.16400511856054312
893,0.6332294773603504
894,0.31411880654405877
895,0.06292499153750652
896,0.6264342416193259
897,0.06588548992261134
898,0.6718978237059191
899,0.2036690123742575
900,0.6968237993717262
901,0.03967787942611234
902,0.07268072566363576
903,0.3770298124691672
904,0.9349050392633578
905,0.1965868031506524
906,0.9307833284248574
907,0.8278120860823479
908,0.31765991115586123
909,0.11982317130464182
910,0.5543658203125128
911,0.6938633009866214
912,0.3968034351602789
913,0.2783551099839153
914,0.9442747064101222
915,0.4050468568372794
916,0.9779257740658636
917,0.033756882655902654
918,0.9099790635975507
919,0.11982317130464182
920,0.3770298124691672
921,0.08682032506711845
922,0.1965868031506524
923,0.19391327824812826
924,0.6137180091080918
925,0.6166785074931967
926,0.4050468568372794
927,0.11982317130464182
928,0.5678571982977776
929,0.5678571982977776
930,0.06292499153750652
931,0.043413523285247946
932,0.09361556080814287
933,0.3770298124691672
934,0.06972022727853094
935,0.803916752552736
936,0.9307833284248574
937,0.06292499153750652
938,0.42417225811017334
939,0.16696561694564793
940,0.9872954412126281
941,0.6137180091080918
942,0.35790441119627336
943,0.26430283600052845
944,0.7086012191345286
945,0.8628366179565445
946,0.26430283600052845
947,0.353128533013669
948,0.06972022727853094
949,0.07268072566363576
950,0.03967787942611234
951,0.9193487307443151
952,0.07268072566363576
953,0.22691612448565163
954,0.07268072566363576
955,0.6718978237059191
956,0.6253738315962194
957,0.7941610184266068
958,0.6718978237059191
959,0.367274078343038
960,0.42829396894867355
961,0.9266616175863571
962,0.6718978237059191
963,0.07268072566363576
964,0.5678571982977776
965,0.42829396894867355
966,0.9193487307443151
967,0.4185382348225443
968,0.06292499153750652
969,0.9364173517124864
970,0.22691612448565163
971,0.6718978237059191
972,0.3059860873726629
973,0.08587149585525611
974,0.37290810163066695
975,0.07268072566363576
976,0.3212010157676638
977,0.08682032506711845
978,0.6718978237059191
979,0.5678571982977776
980,0.6718978237059191
981,0.42341538090649966
982,0.6264342416193259
983,0.07268072566363576
984,0.9349050392633578
985,0.06292499153750652
986,0.42829396894867355
987,0.07268072566363576
988,0.625776726375838
989,0.06292499153750652
990,0.5776129324239069
991,0.059964493152401654
992,0.9779257740658636
993,0.2036690123742575
994,0.16696561694564793
995,0.07268072566363576
996,0.6765371856454369
997,0.053169257411377235
998,0.16696561694564793
999,0.16696561694564793
1000,0.06292499153750652
1001,0.22691612448565163
1002,0.26076173138872594
1003,0.6718978237059191
1004,0.9193487307443151
1005,0.6718978237059191
1006,0.9266616175863571
1007,0.08682032506711845
1008,0.11982317130464182
1009,0.5475705845714883
1010,0.41441652398404405
1011,0.7806696404413418
1012,0.725633701731596
1013,0.15347423896038304
1014,0.9779257740658636
1015,0.07268072566363576
1016,0.16696561694564793
1017,0.5446100861863835
1018,0.07268072566363576
1019,0.6388949774683956
1020,0.2233750198738491
1021,0.06292499153750652
1022,0.06292499153750652
1023,0.708324232498926
1024,0.6166785074931967
1025,0.10633179331937692
1026,0.06972022727853094
1027,0.07268072566363576
1028,0.11982317130464182
1029,0.22691612448565163
1030,0.5678571982977776
1031,0.02696164691487829
1032,0.537814850445359
1033,0.8722062851033091
1034,0.3968034351602789
1035,0.2171603903595224
1036,0.3770298124691672
1037,0.03967787942611234
1038,0.367274078343038
1039,0.06292499153750652
1040,0.3770298124691672
1041,0.4919426976015104
1042,0.9820474849043638
1043,0.11982317130464182
1044,0.04724826064116755
1045,0.6234737432342211
1046,0.24908790760552751
1047,0.07268072566363576
1048,0.8763279959418093
1049,0.5776129324239069
1050,0.3770298124691672
1051,0.6264342416193259
1052,0.6718978237059191
1053,0.3059860873726629
1054,0.7318483312459227
1055,0.07268072566363576
1056,0.5116487051011019
1057,0.6166785074931967
1058,0.41441652398404405
1059,0.02992214529998305
1060,1.0011728861772575
1061,0.5678571982977776
1062,0.07268072566363576
1063,0.11982317130464182
1064,0.04943361355224163
1065,0.11982317130464182
1066,0.02696164691487829
1067,0.702386589620202
1068,0.7123368629936643
1069,0.3968034351602789
1070,0.76737280170341
1071,0.9738040632273632
1072,0.22691612448565163
1073,0.40092514599877915
1074,0.9349050392633578
1075,0.16696561694564793
1076,0.9820474849043638
1077,0.21361928574771982
1078,0.7086012191345286
1079,0.04943361355224163
1080,0.5348543520602542
1081,0.2233750198738491
1082,0.20012790776245493
1083,0.3770298124691672
1084,0.2588436417316568
1085,0.31411880654405877
1086,0.4136596467803704
1087,0.06972022727853094
1088,0.6253738315962194
1089,0.5776129324239069
1090,0.22691612448565163
1091,0.6399256196045908
1092,0.6523863554536605
1093,0.2685993758577861
